185,4.4,
185,4.4,
185,4.9,
200,4.9,
200,4,
200,4.4,
225,5.5,
225,5.5,
225,5.5,
250,5.5,
250,5.8,
250,5.5,
275,6.3,
275,6.5,
275,7.4,
300,7.7,
300,8.4,
300,8.6,
350,11.4,
350,11.3,
350,12.6,
400,13.8,
400,14.7,
400,14.3,
450,17.3,
450,17.3,
450,17,
500,21.3,
500,21.7,
500,21.9,
550,26.5,
550,27.2,
550,27.3,
600,29,
600,29.4,
600,28.9,
650,28.8,
650,29.7,
650,32.1,
700,30.4,
700,30.3,
700,30.2,
750,30.2,
750,29.8,
750,30.8,
